2022-12-06 13:55:12,444 [myid:] - INFO  [main:QuorumPeerConfig@136] - Reading configuration from: /home/joao_santos/sd2/ZooKeeper/bin/../conf/zoo.cfg
2022-12-06 14:04:21,793 [myid:] - WARN  [NIOWorkerThread-11:NIOServerCnxn@366] - Unable to read additional data from client sessionid 0x100006529dc0001, likely client has closed socket
2022-12-06 14:04:22,839 [myid:] - WARN  [NIOWorkerThread-16:NIOServerCnxn@366] - Unable to read additional data from client sessionid 0x100006529dc0000, likely client has closed socket
2022-12-06 14:05:51,556 [myid:] - WARN  [NIOWorkerThread-17:ZooKeeperServer@1028] - Connection request from old client /127.0.0.1:42618; will be dropped if server is in r-o mode
2022-12-06 14:05:58,235 [myid:] - WARN  [NIOWorkerThread-7:ZooKeeperServer@1028] - Connection request from old client /127.0.0.1:42622; will be dropped if server is in r-o mode
2022-12-06 14:06:07,303 [myid:] - WARN  [NIOWorkerThread-24:NIOServerCnxn@366] - Unable to read additional data from client sessionid 0x100006529dc0004, likely client has closed socket
2022-12-06 14:06:08,232 [myid:] - WARN  [NIOWorkerThread-8:NIOServerCnxn@366] - Unable to read additional data from client sessionid 0x100006529dc0003, likely client has closed socket
2022-12-06 14:06:12,031 [myid:] - WARN  [NIOWorkerThread-6:ZooKeeperServer@1028] - Connection request from old client /127.0.0.1:42632; will be dropped if server is in r-o mode
2022-12-06 14:06:17,873 [myid:] - WARN  [NIOWorkerThread-22:ZooKeeperServer@1028] - Connection request from old client /127.0.0.1:42636; will be dropped if server is in r-o mode
2022-12-06 14:08:02,157 [myid:] - WARN  [NIOWorkerThread-12:NIOServerCnxn@366] - Unable to read additional data from client sessionid 0x100006529dc0005, likely client has closed socket
2022-12-06 14:08:02,823 [myid:] - WARN  [NIOWorkerThread-18:NIOServerCnxn@366] - Unable to read additional data from client sessionid 0x100006529dc0006, likely client has closed socket
